0	0
-0.033859387	0.004
0.009250245	0.008
0.041538836	0.012
0.108559479	0.016
0.138230077	0.02
0.189542757	0.024
0.241204503	0.028
0.541575667	0.052
0.755902099	0.072
0.934274749	0.092
1.139525469	0.112
1.251924672	0.132
1.417556418	0.152
1.546361717	0.172
1.637991503	0.192
1.679355806	0.204
1.690176848	0.212
1.728225025	0.22
1.746027384	0.224
1.757895623	0.232
1.796990998	0.236
1.810953632	0.24
1.823869068	0.252
1.850921672	0.272
1.864186174	0.292
