0	0
0.004	0.03700098
0.008	0.061086524
0.012	0.100530965
0.028	0.405963584
0.04	0.626922267
0.052	0.822399144
0.064	0.989776219
0.076	1.133765882
0.088	1.269552498
0.1	1.35978602
0.112	1.463284045
0.128	1.541823861
0.148	1.633453647
0.168	1.698379895
0.172	1.711644397
0.176	1.698379895
0.18	1.724734367
0.184	1.711644397
0.188	1.725432499
